288,108976,57773,"[50307, 57773, 12113, 60940, 81796, 87098, 61541, 102604, 49333, 48542, 84733, 52945, 86245, 102630, 20328, 3574, 73062, 96405, 82231, 64893]"
288,53806,29538,"[29538, 102652, 108923, 44680, 38771, 56496, 30262, 62719, 20301, 30549, 21401, 25790, 53471, 32355, 43567, 57295, 38110, 96201, 54251, 94276]"
288,12173,65076,"[58671, 65076, 38158, 11925, 45409, 88196, 66225, 53256, 5684, 20606, 92455, 74305, 102747, 1616, 79011, 100842, 37811, 63296, 62318, 42115]"
288,12200,6354,"[81863, 9786, 11656, 6354, 67235, 11890, 92261, 97384, 27175, 61987, 27484, 77055, 921, 98976, 20155, 85988, 48590, 30347, 32058, 87804]"
288,81364,48386,"[48386, 1526, 3291, 80138, 59800, 64661, 55563, 8130, 69076, 97038, 42562, 46778, 81902, 94488, 44818, 44026, 13385, 47106, 85763, 80964]"
288,105181,86920,"[41729, 86920, 65837, 104699, 89107, 75906, 10517, 25051, 5058, 1735, 102918, 76831, 41870, 88029, 59696, 28528, 31681, 84930, 291, 93343]"
288,106759,68230,"[23773, 68230, 79778, 26208, 64412, 104675, 40342, 95214, 74058, 27489, 104118, 50027, 97246, 65765, 91300, 76048, 61686, 92706, 55185, 17732]"
288,10545,89908,"[20304, 48308, 50384, 83697, 92636, 34643, 80706, 14627, 23969, 11268, 79263, 89908, 84947, 56523, 96471, 97505, 65142, 33912, 32689, 25817]"
288,21533,54705,"[76672, 68294, 22310, 8456, 54705, 105420, 94172, 53562, 60549, 79553, 40480, 716, 45481, 87902, 83712, 65637, 10771, 21778, 17662, 104582]"
288,34962,50280,"[14702, 100815, 47041, 46577, 35777, 24142, 16356, 85075, 60525, 42812, 53148, 33945, 63295, 49234, 50280, 27573, 28199, 11175, 38204, 83479]"
288,88347,48386,"[70351, 48386, 100321, 40526, 73474, 11152, 90561, 49289, 97268, 32437, 53673, 22646, 29719, 75551, 41171, 103262, 5938, 77549, 37917, 25049]"
288,64034,11613,"[82897, 61560, 16379, 42572, 93445, 32067, 28935, 73378, 40220, 103915, 19887, 667, 91112, 27451, 75920, 108646, 30650, 31136, 5650, 80689]"
288,71504,58818,"[58818, 68724, 39678, 8911, 39382, 89198, 54374, 71279, 33739, 94395, 31622, 22995, 63424, 5110, 42204, 17199, 28011, 36738, 19149, 103284]"
288,27949,49268,"[60180, 49268, 34541, 25072, 85426, 100130, 55398, 12283, 104437, 90857, 66247, 106596, 35761, 63036, 2975, 9463, 14902, 22289, 70021, 87847]"
288,105961,8244,"[19543, 99776, 8244, 68669, 79736, 64260, 14159, 38605, 13211, 75513, 62032, 61092, 64714, 97065, 49127, 12375, 96680, 109314, 70517, 73392]"
288,37552,109175,"[88668, 15803, 109175, 33379, 69722, 39117, 29659, 18052, 80465, 80700, 94133, 14695, 14098, 14668, 68968, 15505, 63103, 12776, 51580, 66206]"
