84203,8578,43949,38813,34856,49257,21603,67757,95140,81938,32362,65050,66962,63493,91249,55537,20878,8352,14977,30963,1378,45799,100098,1001,18118,20571,68282,36418,68161,94081,78618,74873,85010,27520,54311,13471,35393,24205,107915,22723,32006,17500,79481,98881,24221,101789,23949,60631,87354,102471,92324,50539,36047,32305,72375,78713,28647,41510,18023,5158,109026,27673,12822,84172,61326,51169,64865,74422,51512,3682,44171,44865,39727,55807,62582,83170,13010,7235,68354,106686,65983,95680,89908,62514,78037,93765,39224,61493,100181,53113,44428,76464,16990,39597,39119,89401,52330,54138,8309,69303
344,30064,58710,59697,26794,15785,43415,61323,85989,24601,82399,43157,44383,26488,27754,29805,1610,57172,101323,2273,102580,43381,95974,14570,53901,52510,84937,103490,78533,24373,61734,96592,96390,24582,27723,73360,10179,1482,74408,48386,33950,68768,76907,103288,54254,95985,46744,62731,88306,19577,31333,59988,7213,42318,45795,18993,17001,102927,72933,83414,54656,41113,87761,30318,62477,78846,102874,18023,86858,72647,13490,108184,63998,43347,44857,11659,29626,4601,59162,4573,100416,38345,87819,29844,18434,92533,21930,32477,80225,44619,104445,48400,15880,30948,13876,93067,107745,62790,4353,8124
91745,59697,76587,109175,68264,87822,86063,51408,50515,67806,45,4215,88871,33445,85246,22057,65020,2575,80816,43672,62242,12002,19220,61551,86795,30444,85029,12899,99637,31584,68240,67583,85939,93347,77511,24161,24869,27597,62510,102199,6154,38900,90342,67463,50670,10078,83312,68098,43423,76287,77829,4694,98429,46753,58820,95252,1787,17933,73842,77913,107529,15584,29140,98031,24005,41113,91812,36399,96360,57836,108735,10091,107283,104052,71834,67905,83191,28710,46956,24028,83993,46438,47969,27679,23048,103393,35211,50932,107745,13536,84732,95820,25579,3929,93165,67891,91241,4841,42840,100181
36986,101914,56871,33713,98032,57043,38217,26644,75599,71021,53865,49176,81288,34618,95915,24445,99108,106341,33427,32137,63544,71188,97922,30066,25769,100292,55375,74585,58485,47331,26564,49803,67797,101087,49542,83141,94075,13537,93378,58978,24290,46677,39475,2309,90343,92868,108610,51285,25256,108788,71573,83199,106108,21014,25794,78713,89253,35129,61781,18775,87819,8915,41602,71672,41783,36000,87525,64767,84137,58460,51019,17872,103286,48822,98285,58319,80032,71337,101575,7106,98347,43201,18165,97737,5808,44409,44774,38567,46704,6667,92424,84868,58980,60808,22367,53353,42993,26712,107957,33234
63420,101507,51005,46454,29065,85375,33734,66,35245,76565,46176,32927,106218,23536,76178,40697,82310,48479,33412,104741,21822,18892,13380,74585,64018,89012,82625,70001,30581,51161,27458,12114,108842,73755,26952,38123,78836,30346,1482,68022,27597,76907,106904,3878,10454,28077,7999,10656,41510,43017,67563,107368,37286,58744,100831,95129,61334,92255,38514,105945,16187,23212,87198,19286,60941,52941,64300,14918,93051,2570,85756,36954,28611,9778,41783,30079,28427,31087,109187,87737,95719,74236,3433,58823,3888,9635,80326,22074,102211,76298,87479,28136,8000,82147,32225,38366,72665,92778,39597,102877
40524,79698,77402,24723,72251,81381,108941,87657,88759,67806,2416,59480,37499,25242,15936,66875,50779,6162,37533,37164,92612,36618,59663,46398,20697,61788,91249,18538,64647,41018,13992,81716,19493,30536,80598,8100,90529,79081,37258,88171,2842,22283,30750,5735,33001,92402,41422,14506,38000,59988,36484,48634,16382,7092,27346,22465,2342,45146,18023,95129,71834,98031,71672,33328,49818,54715,84961,40482,12897,46956,102239,32503,97085,49446,22224,74492,34405,13552,101354,83993,10399,2366,7804,25737,49430,77053,52384,69530,98596,78621,4099,2534,15178,85256,108087,83346,20015,39724,81840,54016
58520,103069,91883,43422,43552,50307,25930,6811,8953,77767,68061,56233,40451,100258,83323,71188,45784,76831,51588,91713,89097,34330,11648,72149,36754,85845,96754,27350,16747,100006,52147,24876,58795,252,6523,101789,94161,2842,66763,9261,51659,37118,71092,48615,51567,5258,92324,67485,7511,96203,81837,7227,48546,89253,87272,78372,71541,62809,73767,90496,36120,53389,40682,15532,48601,36954,52235,10399,74236,73209,57694,85869,14478,38625,22326,5415,6721,11959,72483,45728,31100,14149,96459,107934,23948,33177,35020,56496,18165,19049,57920,93823,106239,1836,99345,369,18738,54585,79925,57526
22119,73260,74543,91743,43415,33314,76587,18543,1649,102600,36526,91531,33412,102404,11385,55998,100996,47133,29254,25335,14214,9147,89828,1626,7192,88456,66614,49902,101534,12596,84740,54233,30659,88320,10087,26952,102134,32169,47875,34548,40331,46761,34156,69280,79321,10454,58748,102408,39389,38703,96034,30750,5987,81030,80528,41541,41980,27451,81207,80717,36479,60309,55305,90712,47310,81439,16802,104736,103884,26189,67537,73986,50128,36000,64281,69456,87954,27516,12279,36162,22326,21554,50605,22922,6241,73235,35020,32758,56559,22112,51825,93062,76053,23506,100181,46098,81097,64604,18361,35507
7896,4413,16000,91309,73617,95186,62935,51518,45887,46199,41195,40228,67540,29538,43381,104380,68900,107400,77688,85029,81495,23555,107826,69688,26564,55515,81648,82136,28528,13471,96687,76873,11980,73446,46761,62330,21529,11531,91264,24557,88820,18733,29899,27987,72250,59186,101919,64674,50539,7462,20249,3066,97284,67454,99373,79084,105901,66749,49818,12778,60144,30753,32091,78616,52451,15530,7804,48534,46425,85551,36914,21173,70910,52295,61240,104997,76830,54657,40235,10832,105031,71206,38862,60575,34943,78037,13370,7264,74897,44290,73524,109160,69976,13536,106049,76030,37091,51471,53751,31444
101665,37806,89962,11893,91743,23488,89655,64248,9651,67757,96094,75568,55998,43648,97268,67708,25769,59663,53901,19220,96133,62193,67388,72131,55875,12884,47861,99192,66459,37588,20079,48934,49946,55130,33461,6362,50339,105315,53274,82628,13239,57541,51038,24520,71605,66579,22253,53528,25904,92843,26398,58973,55932,30283,2823,48601,39465,41874,71288,106348,4031,85475,101944,15250,17013,34511,57707,30079,89623,107296,86019,16238,73720,51828,52186,81606,38538,13455,83132,80032,101888,12981,73970,83346,15061,77001,23022,68516,19927,88452,5550,40645,21536,46626,86069,52087,29912,4464,107947,21216
